icao24,origin_country,velocity,on_ground
4402ac,Austria,225.95,False
78929f,China,139.94,False
a517dc,United States,193.34,False
a2b910,United States,37.21,False
ac4237,United States,159.49,False
344645,Spain,121.94,False
344648,Spain,150.13,False
ad8895,United States,242.8,False
469e45,Greece,1.03,True
504e87,Republic of Moldova,242.43,False
8a028f,Indonesia,129.44,False
a06ff3,United States,145.23,False
c079a6,Canada,271.28,False
504e81,Republic of Moldova,221.82,False
4402b9,Austria,215.24,False
aca548,United States,48.94,False
47a097,Norway,198.64,False
39cd33,France,152.26,False
acb878,United States,229.32,False
397d1c,France,51.14,False
46b8b4,Greece,223.47,False
46b8b5,Greece,230.73,False
46b8b3,Greece,248.6,False
4402cd,Austria,64.8,False
8a0289,Indonesia,73.85,False
3c06c1,Germany,170.07,False
ac9bef,United States,142.26,False
3d6f23,Germany,45.3,False
4402d1,Austria,73.75,False
39cd0b,France,66.07,False
4cc573,Iceland,249.44,False
4cc570,Iceland,115.46,False
46b8a2,Greece,233.52,False
a2da6a,United States,42.48,False
47a05e,Norway,224.32,False
a54d67,United States,55.56,False
46b8a9,Greece,236.75,False
a0acbb,United States,231.72,False
a3761c,United States,222.65,False
a05cf3,United States,205.66,False
06a115,Qatar,193.67,False
06a116,Qatar,246.72,False
a55fb9,United States,49.84,False
801523,India,243.16,False
406a62,United Kingdom,230.51,False
407d90,United Kingdom,228.91,False
06a110,Qatar,246.16,False
86cf7c,Japan,199.93,False
a0acc5,United States,48.64,False
78096e,China,209.95,False
c03069,Canada,83.46,False
06a10d,Qatar,102.31,False
06a10c,Qatar,147.48,False
801527,India,238.31,False
c04394,Canada,249.98,False
4021ca,United Kingdom,21.69,False
801531,India,182.2,False
406a59,United Kingdom,238.56,False
801532,India,114.91,False
06a126,Qatar,236.95,False
801536,India,226.94,False
06a123,Qatar,249.29,False
a37628,United States,43.59,False
e4a125,Brazil,234.91,False
406a3e,United Kingdom,233.2,False
06a11e,Qatar,247.6,False
8850b0,Thailand,209.46,False
a87907,United States,248.46,False
a4f947,United States,79.66,False
407d75,United Kingdom,233.48,False
e4a130,Brazil,190.41,False
06a12d,Qatar,253.3,False
a87904,United States,227.44,False
a24304,United States,53.29,False
06a12a,Qatar,242.0,False
407d5c,United Kingdom,239.98,False
801508,India,156.71,False
406a35,United Kingdom,249.17,False
c0307a,Canada,229.04,False
a91d8e,United States,241.96,False
468d07,Greece,187.51,False
06a140,Qatar,263.47,False
a0acb6,United States,207.09,False
a12378,United States,0.9,True
06a13b,Qatar,250.99,False
a9d4b5,United States,245.87,False
406a9f,United Kingdom,71.0,False
a3899d,United States,105.74,False
801562,India,252.6,False
090139,Angola,91.19,False
48c22e,Poland,191.03,False
48c22f,Poland,209.71,False
48c22d,Poland,213.32,False
a36345,United States,125.43,False
80155d,India,9.26,True
80155b,India,271.02,False
48c238,Poland,215.51,False
80155f,India,228.47,False
48c235,Poland,200.56,False
48c233,Poland,235.62,False
48c230,Poland,195.08,False
48c231,Poland,207.71,False
406a93,United Kingdom,184.15,False
09011d,Angola,171.72,False
48c229,Poland,236.83,False
80152d,India,230.0,False
48c227,Poland,217.64,False
48c228,Poland,214.46,False
48c225,Poland,216.03,False
48c226,Poland,233.88,False
47a22c,Norway,209.24,False
a6aa5f,United States,80.05,False
a851e0,United States,81.36,False
48c221,Poland,230.21,False
801540,India,217.49,False
801547,India,179.09,False
ab375e,United States,52.93,False
09014d,Angola,220.99,False
80152f,India,119.88,False
e4a177,Brazil,175.85,False
aca734,United States,65.53,False
ab1116,United States,48.46,False
801549,India,124.5,False
a23018,United States,204.52,False
407d9a,United Kingdom,49.05,False
a25678,United States,153.18,False
a8fd2c,United States,129.18,False
a51930,United States,55.32,False
a55fa2,United States,196.36,False
a3a038,United States,33.93,False
80158b,India,206.02,False
a4e673,United States,91.47,False
a66ce0,United States,238.71,False
407d14,United Kingdom,69.89,False
407d09,United Kingdom,75.23,False
407d00,United Kingdom,209.36,False
a73322,United States,93.5,False
47a218,Norway,143.96,False
a92ff0,United States,92.97,False
a4c02d,United States,267.61,False
80156c,India,199.27,False
3fea6a,Germany,35.06,False
874518,Japan,245.55,False
3432c5,Spain,142.09,False
abbb2c,United States,134.35,False
80156a,India,183.66,False
a2ecec,United States,95.66,False
85186a,Japan,182.77,False
ac8b43,United States,112.0,False
ab6b71,United States,57.7,False
a36352,United States,38.67,False
48e837,Poland,38.61,False
86cea3,Japan,266.8,False
3d1327,Germany,66.58,False
a2ecf3,United States,187.29,False
80157a,India,131.47,False
a3500f,United States,202.28,False
a6002a,United States,99.04,False
a3501b,United States,49.98,False
a6cffc,United States,242.67,False
78091e,China,173.4,False
801591,India,185.94,False
a73348,United States,130.69,False
407d4e,United Kingdom,40.75,False
407d4c,United Kingdom,238.22,False
406a1b,United Kingdom,24.78,False
a86605,United States,238.7,False
a1ce16,United States,206.83,False
aa5dc5,United States,162.13,False
39244d,France,45.97,False
3e31ea,Germany,114.38,False
a3c662,United States,238.14,False
407d46,United Kingdom,149.82,False
a54cd9,United States,271.08,False
ac42df,United States,224.77,False
407d44,United Kingdom,222.7,False
ac42fa,United States,200.88,False
406a02,United Kingdom,230.4,False
a6cfcc,United States,44.1,False
a1109b,United States,243.46,False
abbb77,United States,226.92,False
a8793d,United States,108.86,False
4047cc,United Kingdom,52.29,False
440589,Austria,231.18,False
06a108,Qatar,255.14,False
440591,Austria,0.06,True
407d22,United Kingdom,239.04,False
06a107,Qatar,244.76,False
06a102,Qatar,154.68,False
407d25,United Kingdom,52.43,False
06a100,Qatar,4.12,True
3c061d,Germany,249.26,False
c041fd,Canada,97.63,False
44052d,Austria,0.0,True
885108,Thailand,242.19,False
885105,Thailand,72.63,False
885107,Thailand,242.39,False
885106,Thailand,203.65,False
ad5046,United States,93.63,False
885103,Thailand,154.58,False
7892a5,China,197.29,False
7892a3,China,102.16,False
7892a4,China,158.15,False
a85382,United States,56.2,False
407bdc,United Kingdom,220.48,False
407bdd,United Kingdom,105.43,False
a78e09,United States,0.0,True
06a0b7,Qatar,242.35,False
a2b8c5,United States,5.66,True
a1bb07,United States,87.28,False
06a0af,Qatar,72.2,False
a9d66c,United States,195.13,False
440549,Austria,144.73,False
403565,United Kingdom,33.09,False
a2b8b8,United States,242.93,False
a8a337,United States,217.64,False
a04b8f,United States,47.51,False
a5e02d,United States,224.66,False
a1ce99,United States,227.36,False
a2a5dc,United States,73.19,False
47a0bf,Norway,159.91,False
342189,Spain,228.15,False
342188,Spain,235.15,False
a86674,United States,160.19,False
8013d5,India,235.6,False
8013d6,India,207.18,False
06a0e6,Qatar,217.93,False
06a0e5,Qatar,253.01,False
a495bf,United States,91.84,False
a2b8fe,United States,6.17,True
a78cfc,United States,213.36,False
8013ce,India,246.8,False
06a0dd,Qatar,289.07,False
4acaa3,Sweden,199.19,False
4acaa2,Sweden,229.46,False
a9d653,United States,45.1,False
a41b0f,United States,41.63,False
8013a3,India,172.14,False
a362a9,United States,247.99,False
06a0f6,Qatar,231.53,False
06a0f4,Qatar,247.63,False
402286,United Kingdom,10.29,True
ab35d2,United States,227.09,False
ac9e31,United States,53.23,False
06a0ea,Qatar,69.63,False
a04b92,United States,235.03,False
aaae4b,United States,264.58,False
06a0ff,Qatar,132.53,False
06a0fa,Qatar,175.54,False
ac696c,United States,238.71,False
ad7634,United States,197.76,False
ad1fcd,United States,8.23,True
ad7639,United States,207.98,False
acffbc,United States,146.16,False
8013fd,India,244.48,False
3935b8,France,51.51,False
403500,United Kingdom,39.43,False
a41b5b,United States,76.65,False
708ae5,Lao People's Democratic Republic,177.77,False
acb953,United States,106.61,False
a89b07,United States,62.05,False
a612d3,United States,56.07,False
88516e,Thailand,223.11,False
a6ab27,United States,2.06,True
88516d,Thailand,3.34,True
aaf007,United States,67.91,False
a41b66,United States,230.1,False
a4d2f8,United States,125.62,False
8013e7,India,233.65,False
e4a07d,Brazil,0.0,True
a1bb83,United States,181.62,False
a732d9,United States,240.38,False
a4d2df,United States,34.71,False
4acab0,Sweden,216.13,False
a65b65,United States,40.76,False
00a56b,South Africa,118.27,False
8013f6,India,0.0,True
a865ca,United States,55.51,False
ac300d,United States,243.42,False
8013f8,India,131.25,False
a7de53,United States,233.98,False
34210d,Spain,140.96,False
a7a8ed,United States,243.12,False
a65b76,United States,230.16,False
a7cb0b,United States,235.17,False
8013ea,India,68.44,False
aa28f2,United States,258.38,False
ac3030,United States,197.26,False
7808ac,China,232.11,False
a53b26,United States,132.16,False
71c718,Republic of Korea,175.15,False
00a50e,South Africa,209.47,False
a4e5ae,United States,83.26,False
a04aa9,United States,242.89,False
342107,Spain,71.01,False
342104,Spain,97.19,False
407bb7,United Kingdom,48.88,False
407bb8,United Kingdom,45.38,False
a12429,United States,241.84,False
4403bb,Austria,248.32,False
71c709,Republic of Korea,205.79,False
39bb24,France,236.46,False
39bb25,France,114.12,False
3ce078,Germany,196.3,False
a6be11,United States,46.48,False
404866,United Kingdom,51.08,False
39bb20,France,1.29,False
76eb00,Singapore,12.35,True
a3c5ec,United States,68.3,False
407ba5,United Kingdom,52.27,False
a3c5ea,United States,240.67,False
a8a391,United States,235.55,False
a41b8d,United States,40.41,False
a25701,United States,236.7,False
7808cc,China,265.41,False
adc65e,United States,229.96,False
71c733,Republic of Korea,209.91,False
a482fc,United States,196.19,False
a7de16,United States,199.29,False
0ac9ab,Colombia,3.6,True
704458,Myanmar,228.84,False
00a51a,South Africa,162.89,False
4b1815,Switzerland,216.6,False
4b1817,Switzerland,226.5,False
4b1819,Switzerland,194.99,False
ac96b8,United States,209.33,False
408120,United Kingdom,209.13,False
88044a,Thailand,231.58,False
a2e5ec,United States,134.32,False
408124,United Kingdom,201.44,False
408121,United Kingdom,243.7,False
88044e,Thailand,226.41,False
4b1813,Switzerland,222.24,False
408122,United Kingdom,60.54,False
a57b27,United States,224.55,False
ade18c,United States,173.37,False
abd9d9,United States,195.11,False
440da1,Austria,247.93,False
880451,Thailand,226.73,False
880458,Thailand,200.11,False
440da9,Austria,57.89,False
880457,Thailand,204.07,False
a678e5,United States,225.1,False
4b1803,Switzerland,0.0,True
4b1804,Switzerland,211.2,False
4b1806,Switzerland,0.0,True
4b1807,Switzerland,216.39,False
880450,Thailand,237.93,False
4b1809,Switzerland,212.19,False
a438fa,United States,80.85,False
4b1800,Switzerland,137.77,False
7c6b1c,Australia,213.99,False
7c6b1b,Australia,229.75,False
4b1802,Switzerland,0.0,True
a665be,United States,188.94,False
4952ca,Portugal,133.21,False
4952cb,Portugal,212.45,False
a282e5,United States,220.44,False
7c6b36,Australia,255.16,False
4952ce,Portugal,209.79,False
4952cf,Portugal,223.4,False
a665c5,United States,193.58,False
ace6b5,United States,67.8,False
7c6b0c,Australia,7.46,True
7c6b0b,Australia,76.89,False
440dc2,Austria,50.63,False
4952d0,Portugal,229.56,False
a6eb17,United States,87.85,False
a69b26,United States,53.23,False
a21b44,United States,223.2,False
aaa6dd,United States,234.44,False
4b181a,Switzerland,220.1,False
aa8c10,United States,234.37,False
4b181b,Switzerland,195.13,False
4b181c,Switzerland,227.51,False
aa56b6,United States,219.34,False
a46e40,United States,100.39,False
a1fb33,United States,228.77,False
c08412,Canada,65.44,False
a1d8fd,United States,241.45,False
7c6b09,Australia,215.01,False
4952c3,Portugal,217.2,False
4952c4,Portugal,232.3,False
4952c7,Portugal,161.4,False
4b180c,Switzerland,219.75,False
7c6b14,Australia,130.24,False
4b180a,Switzerland,201.0,False
4952ae,Portugal,232.48,False
7c6b12,Australia,236.45,False
3c6669,Germany,9.77,True
ac2f83,United States,0.0,True
3c6667,Germany,234.6,False
3c6666,Germany,228.45,False
ad4f72,United States,229.63,False
ab50b9,United States,39.11,False
3c664d,Germany,86.52,False
a7b057,United States,229.45,False
3c6663,Germany,223.42,False
abb3b6,United States,223.54,False
4952a8,Portugal,251.55,False
3c6678,Germany,206.14,False
3c6677,Germany,197.91,False
4952a2,Portugal,78.16,False
3c666e,Germany,19.03,True
abb3be,United States,249.58,False
4952a4,Portugal,238.44,False
a33b87,United States,57.11,False
3c666c,Germany,219.96,False
3c666b,Germany,135.15,False
0a00c4,Algeria,246.9,False
402aef,United Kingdom,52.32,False
3c6676,Germany,5.14,True
ac83d5,United States,241.53,False
3c6675,Germany,226.16,False
a58e1e,United States,229.94,False
3c6674,Germany,30.35,True
402af3,United Kingdom,42.35,False
3c667a,Germany,223.04,False
408142,United Kingdom,210.01,False
408143,United Kingdom,254.89,False
e4940f,Brazil,91.94,False
40812e,United Kingdom,232.9,False
aadc82,United States,33.13,False
7c6b3b,Australia,249.09,False
abfc71,United States,201.61,False
abfc78,United States,45.54,False
ace6e2,United States,274.02,False
408134,United Kingdom,189.19,False
a88075,United States,230.89,False
a94b50,United States,184.92,False
861f3c,Japan,187.43,False
3c65a2,Germany,240.71,False
a16410,United States,90.9,False
4b187f,Switzerland,0.0,True
c02e8f,Canada,127.4,False
ab649a,United States,241.32,False
3c65ab,Germany,248.47,False
4b1885,Switzerland,237.05,False
4b1886,Switzerland,239.23,False
3c65c2,Germany,15.43,True
adf41e,United States,111.02,False
4b1880,Switzerland,253.46,False
4b1881,Switzerland,260.93,False
0d0af7,Mexico,209.37,False
4a822a,Sweden,232.65,False
8686aa,Japan,312.1,False
a8e2d6,United States,224.71,False
aa30e9,United States,34.51,False
0d0aef,Mexico,4.89,True
3c65d4,Germany,189.36,False
acd481,United States,108.13,False
ac7179,United States,148.67,False
3c65d1,Germany,228.33,False
3c65c6,Germany,237.67,False
a94b2b,United States,6.43,True
3c65c9,Germany,232.91,False
3c65c8,Germany,240.63,False
3c65cf,Germany,206.87,False
3c65e1,Germany,208.46,False
3b7b3e,France,176.3,False
3b7b3a,France,5.66,True
a6fe9f,United States,86.67,False
3c65d8,Germany,237.68,False
3c65d7,Germany,221.02,False
3c65d5,Germany,239.76,False
86d6a4,Japan,194.46,False
3c65ca,Germany,219.14,False
a57b5a,United States,141.35,False
a7e8f9,United States,76.39,False
a41412,United States,205.97,False
ab89c7,United States,123.39,False
a1a110,United States,212.43,False
aab9c4,United States,191.72,False
a94b29,United States,225.49,False
a71e5c,United States,217.66,False
a83e49,United States,218.12,False
861f1a,Japan,80.77,False
aaef21,United States,154.3,False
a69b86,United States,138.29,False
7c7cce,Australia,160.68,False
3980a3,France,69.97,False
a15160,United States,121.93,False
800daf,India,164.14,False
300000,Italy,67.32,False
ad071d,United States,68.03,False
4488b4,Belgium,42.03,False
ab774b,United States,139.29,False
4a09b2,Romania,197.09,False
a71db6,United States,142.05,False
aaa754,United States,41.7,False
a6a41f,United States,33.44,False
800da2,India,257.77,False
a91700,United States,148.23,False
a39100,United States,242.99,False
ac7103,United States,235.31,False
ace724,United States,114.62,False
75833b,Philippines,228.59,False
a6b73d,United States,46.8,False
86d5fa,Japan,133.87,False
3d1e62,Germany,47.02,False
3de8e3,Germany,60.8,False
e492b0,Brazil,235.8,False
14fc02,Russian Federation,148.08,False
a27197,United States,216.7,False
861e78,Japan,150.84,False
ac2dea,United States,101.0,False
ae2731,United States,167.33,False
485992,Kingdom of the Netherlands,48.42,False
a6670c,United States,5.92,True
a3915a,United States,103.16,False
758305,Philippines,241.53,False
3b7b6c,France,98.45,False
758302,Philippines,160.16,False
86d5e0,Japan,216.05,False
a40144,United States,48.11,False
495307,Portugal,211.11,False
495308,Portugal,0.64,True
495309,Portugal,217.24,False
ac1ad7,United States,188.55,False
a33afa,United States,233.97,False
48597e,Kingdom of the Netherlands,233.13,False
a4bdb9,United States,192.26,False
495302,Portugal,185.69,False
3b7b89,France,50.13,False
a3f436,United States,118.22,False
ace74e,United States,226.57,False
86d5be,Japan,288.87,False
e492a5,Brazil,242.65,False
a65418,United States,216.91,False
e492a6,Brazil,211.34,False
3b7b96,France,37.89,False
758308,Philippines,95.96,False
3c6745,Germany,99.08,False
3c6744,Germany,11.32,True
440cfe,Austria,208.78,False
7c6a8d,Australia,140.55,False
3c6749,Germany,59.43,False
3c6748,Germany,183.85,False
aaee9c,United States,194.78,False
408086,United Kingdom,96.48,False
a94ae3,United States,203.26,False
a94ae5,United States,105.09,False
acd2d3,United States,221.8,False
abb2d5,United States,229.23,False
3c6742,Germany,104.21,False
a7b133,United States,213.76,False
a2f9b3,United States,122.26,False
3c6757,Germany,75.69,False
44a00f,Belgium,43.65,False
3c6754,Germany,229.33,False
3c6759,Germany,226.87,False
408071,United Kingdom,141.41,False
440cf8,Austria,212.49,False
a76154,United States,5.92,True
c02cfc,Canada,251.14,False
e48044,Brazil,234.85,False
a34f0a,United States,249.75,False
477ff4,Hungary,6.69,True
3c6751,Germany,224.71,False
3c6750,Germany,229.43,False
a6eadd,United States,60.1,False
3c675a,Germany,205.24,False
3c674e,Germany,228.33,False
a9046d,United States,264.87,False
e48011,Brazil,184.16,False
e48014,Brazil,201.11,False
40804d,United Kingdom,146.45,False
a7615f,United States,307.43,False
408051,United Kingdom,226.0,False
a559cc,United States,144.71,False
a189e4,United States,115.3,False
40803f,United Kingdom,239.75,False
3c6706,Germany,238.56,False
3c6705,Germany,2.57,True
440cbe,Austria,106.71,False
440cbf,Austria,177.88,False
a76120,United States,55.2,False
3c6707,Germany,247.32,False
440cc1,Austria,0.0,True
44b301,Belgium,225.93,False
a1fc3b,United States,127.49,False
a57af9,United States,209.76,False
a10f9b,United States,92.64,False
3c6713,Germany,168.73,False
440cab,Austria,217.63,False
3c6717,Germany,261.7,False
440cac,Austria,237.59,False
3c6715,Germany,233.83,False
a2f9f5,United States,53.07,False
3c6714,Germany,236.38,False
3c6719,Germany,256.31,False
48ca6d,Poland,38.71,False
48ca6b,Poland,32.41,False
440cb1,Austria,5.4,True
47aa8d,Norway,55.05,False
a163c2,United States,173.24,False
4008ad,United Kingdom,231.29,False
a426a5,United States,221.02,False
3c670a,Germany,261.12,False
e48051,Brazil,116.38,False
3c670f,Germany,230.1,False
3c670d,Germany,246.6,False
440ce8,Austria,36.96,False
a95db5,United States,215.46,False
a6eacf,United States,4.12,True
4008ae,United Kingdom,230.42,False
4008b5,United Kingdom,229.2,False
4008b1,United Kingdom,239.92,False
40808c,United Kingdom,247.71,False
aa9de7,United States,0.0,True
aa4440,United States,248.3,False
408095,United Kingdom,5.07,False
408099,United Kingdom,74.19,False
7c4921,Australia,247.45,False
4951cc,Portugal,221.9,False
39d339,France,0.06,True
a7d6a8,United States,215.08,False
40822d,United Kingdom,233.9,False
ace7aa,United States,212.36,False
a533bd,United States,73.57,False
3c6586,Germany,172.14,False
3c6585,Germany,232.37,False
c02ec1,Canada,258.9,False
a5cc37,United States,191.8,False
3c658c,Germany,227.18,False
3c658b,Germany,148.36,False
3c658e,Germany,227.35,False
7c6c53,Australia,6.43,True
c0850c,Canada,185.43,False
02a1a4,Tunisia,220.23,False
3c6595,Germany,91.39,False
7582f4,Philippines,242.11,False
ac97e4,United States,215.57,False
7c6c56,Australia,165.2,False
02a1a7,Tunisia,222.67,False
02a1a8,Tunisia,215.36,False
39d314,France,116.39,False
408227,United Kingdom,122.85,False
ac0a22,United States,241.64,False
a4bf95,United States,239.76,False
39d317,France,196.1,False
39d319,France,238.95,False
408228,United Kingdom,213.22,False
abea11,United States,191.84,False
a5cc44,United States,54.7,False
39d311,France,108.77,False
408223,United Kingdom,206.18,False
39d312,France,220.45,False
39d313,France,238.17,False
abc7e9,United States,206.32,False
40820e,United Kingdom,240.16,False
a283f4,United States,0.0,True
a34f7f,United States,185.24,False
a7e9e4,United States,270.1,False
47bf9d,Norway,230.58,False
a1fc3f,United States,130.06,False
a1a0a1,United States,88.47,False
408210,United Kingdom,217.77,False
402bb6,United Kingdom,65.48,False
c02ee9,Canada,135.88,False
a5cc3c,United States,202.79,False
c02ee7,Canada,250.1,False
3c6548,Germany,237.77,False
3c7878,Germany,235.49,False
4690e4,Greece,232.81,False
3c7879,Germany,216.09,False
3c6549,Germany,223.99,False
4b5da6,Switzerland,8.75,True
3c786b,Germany,145.7,False
4690e1,Greece,225.29,False
3c786c,Germany,222.16,False
4b5da4,Switzerland,2.06,True
a0a80e,United States,199.66,False
4b5da3,Switzerland,6.17,True
39e68a,France,158.63,False
3c6544,Germany,216.86,False
39e68f,France,,True
3c6543,Germany,242.97,False
39e68e,France,232.35,False
a4bf41,United States,203.71,False
e4932b,Brazil,247.82,False
3c654a,Germany,78.82,False
3c787a,Germany,213.34,False
ab9a5b,United States,184.49,False
7c6c97,Australia,185.42,False
7c6c96,Australia,252.6,False
7c6c99,Australia,213.29,False
3c6552,Germany,217.45,False
39e689,France,158.88,False
408268,United Kingdom,0.0,False
3c6568,Germany,97.58,False
408262,United Kingdom,230.99,False
408260,United Kingdom,227.41,False
39e683,France,201.51,False
39e686,France,237.5,False
7c6c85,Australia,215.12,False
3c654e,Germany,235.88,False
a05827,United States,238.88,False
3c6561,Germany,250.54,False
3c6566,Germany,232.28,False
3d1baf,Germany,68.93,False
a4bf68,United States,276.88,False
39e692,France,148.75,False
39e695,France,234.2,False
39e694,France,219.35,False
39e691,France,223.67,False
3c6571,Germany,233.55,False
40823c,United Kingdom,259.8,False
e49314,Brazil,5.14,True
40823d,United Kingdom,226.04,False
a7c3f9,United States,42.23,False
abb595,United States,210.67,False
846a34,Japan,172.04,False
a7b0c4,United States,248.01,False
3c64a2,Germany,100.32,False
a1c82c,United States,32.05,False
a94c7b,United States,214.54,False
a03235,United States,124.97,False
3995a6,France,41.31,False
a5481a,United States,44.52,False
3c64a6,Germany,192.47,False
3c64a5,Germany,231.3,False
aa7a83,United States,145.38,False
3c64a3,Germany,211.35,False
0a001a,Algeria,233.34,False
abb59e,United States,243.26,False
abb59f,United States,224.16,False
aba282,United States,34.61,False
a9af4b,United States,259.61,False
3c64af,Germany,229.15,False
3c64ad,Germany,223.52,False
3c64ac,Germany,228.82,False
0a0044,Algeria,229.05,False
aa31ed,United States,71.0,False
a08bb4,United States,187.38,False
3c64ab,Germany,231.51,False
3c64aa,Germany,206.51,False
4080f9,United Kingdom,277.63,False
4080f6,United Kingdom,218.99,False
0a008e,Algeria,213.1,False
0a008b,Algeria,244.59,False
7c7f53,Australia,6.43,True
7c6c25,Australia,0.0,False
ab77b9,United States,234.2,False
a5cc4c,United States,217.63,False
0a0091,Algeria,171.18,False
c01c48,Canada,150.51,False
a1a218,United States,188.81,False
aadd04,United States,52.68,False
c01c52,Canada,306.37,False
a9af3e,United States,209.71,False
e491f1,Brazil,23.15,True
0a0078,Algeria,222.36,False
02a1aa,Tunisia,147.8,False
02a1ab,Tunisia,236.13,False
0a0079,Algeria,227.73,False
a83f8c,United States,288.31,False
a03241,United States,138.02,False
7582fc,Philippines,25.21,True
a41510,United States,6.17,True
a95f48,United States,4.63,True
02a1b4,Tunisia,215.12,False
e491da,Brazil,82.1,False
ab77d5,United States,243.39,False
02a1b0,Tunisia,225.33,False
02a1b1,Tunisia,0.64,True
aa31af,United States,48.26,False
0a0075,Algeria,209.47,False
a520fa,United States,81.36,False
a0eeea,United States,91.06,False
a9af29,United States,212.78,False
aa44cd,United States,260.4,False
e491ef,Brazil,206.2,False
4a08a5,Romania,218.53,False
ad4eb5,United States,78.2,False
a3f579,United States,251.86,False
a39243,United States,0.0,True
a6b840,United States,7.2,True
aa5868,United States,37.1,False
494144,Portugal,214.77,False
75847f,Philippines,219.98,False
a21bea,United States,225.33,False
abb537,United States,222.53,False
3981a4,France,121.93,False
78212c,China,224.74,False
ad0851,United States,196.19,False
39e4ac,France,95.48,False
a1c88f,United States,222.98,False
abb52c,United States,227.31,False
49410d,Portugal,203.84,False
782158,China,268.48,False
4080f1,United Kingdom,241.7,False
0a0019,Algeria,236.85,False
4080de,United Kingdom,229.53,False
494115,Portugal,206.93,False
ac7225,United States,32.41,False
494112,Portugal,141.13,False
769104,Singapore,222.16,False
494111,Portugal,165.65,False
4080e4,United Kingdom,236.89,False
4080e7,United Kingdom,79.24,False
782161,China,181.6,False
494119,Portugal,215.01,False
ac987b,United States,128.85,False
a39289,United States,230.3,False
782168,China,228.72,False
0a0022,Algeria,140.95,False
758453,Philippines,240.24,False
e491a1,Brazil,128.7,False
e491a2,Brazil,124.26,False
4080cf,United Kingdom,237.9,False
4080cc,United Kingdom,53.5,False
494105,Portugal,217.42,False
a057cc,United States,238.27,False
494102,Portugal,140.47,False
abfbd0,United States,224.47,False
861f88,Japan,4.63,True
a7b0db,United States,41.0,False
494109,Portugal,174.95,False
3c64f3,Germany,236.69,False
3c64f0,Germany,120.43,False
aa580e,United States,270.68,False
3c64f4,Germany,239.12,False
4080c2,United Kingdom,247.5,False
4080c0,United Kingdom,254.54,False
48476c,Kingdom of the Netherlands,47.85,False
a6683a,United States,66.14,False
758436,Philippines,196.84,False
acd53d,United States,52.6,False
ade201,United States,71.55,False
4080ad,United Kingdom,223.93,False
0d0a9e,Mexico,151.55,False
402c73,United Kingdom,6.94,True
4a08ec,Romania,220.68,False
4b15a2,Switzerland,220.58,False
4a08eb,Romania,219.42,False
4b15a3,Switzerland,147.71,False
31de9f,Italy,40.68,False
861ed6,Japan,174.71,False
4009c7,United Kingdom,67.78,False
4009c6,United Kingdom,174.12,False
a7c57d,United States,0.0,True
a33d0e,United States,63.96,False
4b28fa,Switzerland,57.31,False
aa328f,United States,221.6,False
4b15d7,Switzerland,253.79,False
4b15d8,Switzerland,258.41,False
3c6634,Germany,172.29,False
861ebc,Japan,186.51,False
408191,United Kingdom,5.75,False
7103dd,Saudi Arabia,236.44,False
861ef8,Japan,278.15,False
3c6648,Germany,219.05,False
4b15ed,Switzerland,217.65,False
408183,United Kingdom,231.4,False
a8d224,United States,238.17,False
408181,United Kingdom,176.72,False
842250,Japan,264.25,False
e49221,Brazil,230.07,False
c0716c,Canada,32.29,False
3c6643,Germany,213.69,False
a07a11,United States,23.6,False
3c6655,Germany,231.98,False
3c6659,Germany,171.83,False
408177,United Kingdom,77.52,False
4b4b2c,Switzerland,33.69,False
a57d0b,United States,67.35,False
3c7982,Germany,228.0,False
40815c,United Kingdom,246.57,False
3c7984,Germany,234.92,False
3c6653,Germany,219.06,False
3c6652,Germany,147.36,False
3c7981,Germany,239.31,False
c08441,Canada,32.68,False
aa457b,United States,237.7,False
39d304,France,222.99,False
39d305,France,188.33,False
39d307,France,231.9,False
39d308,France,0.0,True
39d309,France,173.68,False
a83ef2,United States,228.75,False
0d0a02,Mexico,236.33,False
39d300,France,227.23,False
a45d1a,United States,208.82,False
44b438,Belgium,236.19,False
a76235,United States,241.56,False
a0ca53,United States,199.33,False
4009da,United Kingdom,222.78,False
44b434,Belgium,64.97,False
a271b0,United States,234.55,False
861eb4,Japan,189.78,False
a1b4ab,United States,156.78,False
a0ca25,United States,84.78,False
aa4572,United States,56.82,False
7103d6,Saudi Arabia,240.56,False
ab6519,United States,239.78,False
7103d8,Saudi Arabia,255.15,False
4009cb,United Kingdom,183.21,False
a8955e,United States,7.46,True
c0712e,Canada,228.62,False
a284b8,United States,140.7,False
e4926f,Brazil,234.27,False
ab0ed6,United States,20.06,True
4009d9,United Kingdom,151.05,False
4009d8,United Kingdom,215.49,False
a19a48,United States,59.85,False
abc81f,United States,52.29,False
aa3226,United States,126.04,False
a1b4b2,United States,229.16,False
404ef0,United Kingdom,38.35,False
a89192,United States,244.24,False
aaed17,United States,228.7,False
a58c29,United States,222.25,False
4b5d9e,Switzerland,0.0,True
7c6d78,Australia,212.62,False
4b5d9b,Switzerland,3.09,True
a2f6c4,United States,50.81,False
a0ff79,United States,55.07,False
7583e8,Philippines,211.46,False
3c6481,Germany,245.49,False
424866,United Kingdom,244.15,False
7583e4,Philippines,165.13,False
3c6484,Germany,78.12,False
3c6483,Germany,230.44,False
3c6482,Germany,177.86,False
3c6489,Germany,233.07,False
3c6488,Germany,187.15,False
3c6486,Germany,236.09,False
