icao24,origin_country,velocity,on_ground
461fa5,Finland,232.22,False
461fa1,Finland,225.38,False
a51d1b,United States,1.03,True
40666b,United Kingdom,247.71,False
40666d,United Kingdom,207.95,False
780bd0,China,258.45,False
40666a,United Kingdom,4.63,True
406674,United Kingdom,231.23,False
40798d,United Kingdom,32.54,False
40798e,United Kingdom,36.16,False
a51d2d,United States,91.89,False
a0e4b2,United States,66.88,False
4d0281,Luxembourg,133.14,False
4d0280,Luxembourg,123.62,False
8a097e,Indonesia,192.62,False
43bfde,United Kingdom,10.29,True
a237d2,United States,46.04,False
471a7b,Hungary,108.67,False
ac7faf,United States,210.26,False
a0d1ce,United States,62.84,False
a5d57d,United States,224.01,False
3c7e85,Germany,31.9,True
471a80,Hungary,148.54,False
ab195f,United States,61.62,False
a8222c,United States,238.44,False
aaf960,United States,253.45,False
a2bd59,United States,77.66,False
a83564,United States,0.9,True
ab1978,United States,231.47,False
872742,Japan,205.73,False
84b451,Japan,183.91,False
e48e09,Brazil,76.35,False
ab5fdd,United States,216.2,False
aaf968,United States,251.19,False
a8ded6,United States,124.11,False
346499,Spain,234.73,False
a2bd48,United States,214.0,False
780bfa,China,191.8,False
a70282,United States,31.56,False
ac6ca9,United States,38.16,False
458a8d,Denmark,67.63,False
a96877,United States,241.13,False
8a094e,Indonesia,188.37,False
896717,United Arab Emirates,246.3,False
a6e258,United States,193.15,False
ab5ffb,United States,52.23,False
abafe4,United States,239.04,False
405385,United Kingdom,40.9,False
896714,United Arab Emirates,148.55,False
471a79,Hungary,165.75,False
a9fec4,United States,199.94,False
89670f,United Arab Emirates,144.33,False
8a093e,Indonesia,107.09,False
89405b,Bahrain,268.62,False
c07ee8,Canada,230.26,False
0201a0,Morocco,247.24,False
44ba74,Belgium,59.21,False
ae77c4,United States,54.2,False
407941,United Kingdom,55.32,False
346581,Spain,137.1,False
345250,Spain,244.78,False
a15fa4,United States,232.41,False
45da61,Denmark,61.49,False
aa1a1c,United States,63.11,False
4794f2,Norway,225.82,False
407937,United Kingdom,47.08,False
4b1c48,Switzerland,49.73,False
a2bd90,United States,160.61,False
345248,Spain,213.29,False
345249,Spain,225.07,False
aa1a26,United States,269.53,False
407930,United Kingdom,214.17,False
44cd79,Belgium,38.29,False
407933,United Kingdom,49.05,False
c0121e,Canada,196.17,False
aa94be,United States,201.48,False
0201c5,Morocco,225.93,False
4b1c6c,Switzerland,59.92,False
e49fb3,Brazil,210.37,False
0201b6,Morocco,229.17,False
0201b5,Morocco,214.16,False
8462c4,Japan,131.77,False
a211ef,United States,206.62,False
407913,United Kingdom,227.81,False
a2bd72,United States,193.72,False
346555,Spain,111.18,False
407995,United Kingdom,246.4,False
781fb2,China,244.6,False
406666,United Kingdom,226.48,False
7501fd,Malaysia,147.13,False
a4c7e5,United States,7.99,False
34520f,Spain,229.35,False
ac5a4a,United States,250.19,False
34520c,Spain,253.65,False
a08317,United States,213.18,False
896697,United Arab Emirates,235.65,False
45da02,Denmark,50.77,False
45da05,Denmark,52.16,False
adca12,United States,192.49,False
44cd63,Belgium,50.39,False
781fc4,China,231.24,False
407983,United Kingdom,62.32,False
a4b4c5,United States,95.54,False
896699,United Arab Emirates,222.95,False
40796b,United Kingdom,250.39,False
40796c,United Kingdom,222.47,False
addd34,United States,41.49,False
4d00c3,Luxembourg,241.34,False
400ff4,United Kingdom,243.29,False
345206,Spain,207.5,False
345204,Spain,127.22,False
345205,Spain,240.29,False
400fdb,United Kingdom,0.0,True
e49feb,Brazil,134.52,False
896665,United Arab Emirates,278.52,False
a0f91d,United States,0.0,True
7501e4,Malaysia,195.88,False
ac5a73,United States,225.54,False
400fda,United Kingdom,241.09,False
406630,United Kingdom,67.98,False
780cb0,China,260.04,False
400fe2,United Kingdom,221.97,False
400fe0,United Kingdom,143.82,False
700011,Afghanistan,192.36,False
780cb8,China,231.05,False
780cb9,China,141.4,False
896681,United Arab Emirates,229.26,False
896680,United Arab Emirates,238.62,False
a451db,United States,235.15,False
407959,United Kingdom,239.45,False
e0b390,Argentina,187.8,False
c010ec,Canada,215.77,False
4d00ee,Luxembourg,234.23,False
8832aa,Thailand,235.22,False
c010ea,Canada,244.14,False
4d00f6,Luxembourg,219.21,False
a2396e,United States,185.33,False
7c77f7,Australia,0.0,True
a22669,United States,221.96,False
8965e1,United Arab Emirates,252.44,False
8965cd,United Arab Emirates,182.17,False
780d3f,China,233.22,False
a39fcc,United States,31.73,False
152069,Russian Federation,194.56,False
748020,Lebanon,227.48,False
780d4a,China,131.18,False
748026,Lebanon,220.76,False
0ac204,Colombia,0.0,True
4d00d7,Luxembourg,173.94,False
4d00d6,Luxembourg,84.16,False
8832d3,Thailand,90.74,False
4d00d4,Luxembourg,155.74,False
4d00d9,Luxembourg,174.71,False
addbfe,United States,70.03,False
4d00d8,Luxembourg,165.08,False
76cd71,Singapore,250.58,False
8965b2,United Arab Emirates,122.05,False
8965b9,United Arab Emirates,186.76,False
76cd74,Singapore,227.92,False
abf29f,United States,0.0,True
4d00dd,Luxembourg,224.61,False
8965c2,United Arab Emirates,258.48,False
780d5a,China,74.22,False
4d00f1,Luxembourg,230.68,False
a02cf1,United States,227.71,False
a1afc8,United States,174.26,False
4d00f4,Luxembourg,186.49,False
a22642,United States,9.26,True
4d00f3,Luxembourg,241.2,False
4d00f2,Luxembourg,217.48,False
3c49b1,Germany,175.05,False
8965c3,United Arab Emirates,14.92,True
4d00dc,Luxembourg,70.91,False
4d00da,Luxembourg,22.12,True
780d80,China,202.07,False
a9a4c2,United States,209.83,False
a4ea7e,United States,102.0,False
152014,Russian Federation,27.5,False
407909,United Kingdom,89.83,False
a86a2b,United States,246.5,False
15201d,Russian Federation,27.9,False
15201c,Russian Federation,263.38,False
a0d36d,United States,0.0,True
152027,Russian Federation,27.85,False
750324,Malaysia,183.61,False
4b1bc5,Switzerland,45.0,False
7c77fd,Australia,225.38,False
ac6d0a,United States,229.56,False
a33339,United States,251.67,False
152039,Russian Federation,231.36,False
ac37bd,United States,207.61,False
780d9e,China,274.64,False
a7ad84,United States,228.23,False
e0b308,Argentina,206.65,False
4b8533,Turkey,252.44,False
a9ed1f,United States,54.7,False
152047,Russian Federation,4.6,False
a9b7cb,United States,176.3,False
152046,Russian Federation,234.95,False
a33327,United States,236.65,False
152043,Russian Federation,307.24,False
89906b,Taiwan,124.57,False
89906e,Taiwan,251.56,False
46bc39,Greece,85.58,False
a0cfbd,United States,237.54,False
89906a,Taiwan,0.0,True
a981ac,United States,111.54,False
a741dd,United States,41.67,False
a7da2a,United States,236.02,False
89907c,Taiwan,243.13,False
89907b,Taiwan,205.65,False
a00000,United States,131.85,False
a2c90d,United States,212.75,False
89907a,Taiwan,91.11,False
e4a00e,Brazil,134.41,False
a32fa7,United States,265.11,False
a02663,United States,57.95,False
3b7768,France,202.85,False
899093,Taiwan,261.78,False
a42a91,United States,184.29,False
89904e,Taiwan,210.22,False
acfe9d,United States,46.29,False
89904f,Taiwan,197.04,False
a1a924,United States,240.42,False
a51601,United States,207.61,False
c0405a,Canada,0.9,True
3b776f,France,103.02,False
3b776e,France,229.92,False
040168,Ethiopia,245.47,False
e4a012,Brazil,249.44,False
89905d,Taiwan,6.69,True
a491f1,United States,135.65,False
ad72f2,United States,92.03,False
a8c4d8,United States,233.0,False
a52946,United States,75.95,False
aceb76,United States,65.11,False
040173,Ethiopia,6.17,True
a6490c,United States,189.65,False
899070,Taiwan,188.84,False
89902f,Taiwan,123.89,False
c07996,Canada,254.68,False
4bcd86,Turkey,226.05,False
4bcd85,Turkey,107.23,False
4bcd84,Turkey,216.97,False
4bcd83,Turkey,230.32,False
4bcd82,Turkey,219.28,False
7c4ca4,Australia,226.52,False
0d085d,Mexico,8.75,True
a26665,United States,221.94,False
899045,Taiwan,173.14,False
899046,Taiwan,152.38,False
899040,Taiwan,99.89,False
040143,Ethiopia,158.64,False
34260e,Spain,193.8,False
4ca4ea,Ireland,192.3,False
4409fd,Austria,56.02,False
a3861f,United States,204.81,False
4ca4f4,Ireland,178.0,False
4ca4f8,Ireland,193.65,False
c1e973,Canada,0.0,True
4ca4f2,Ireland,214.88,False
49d3ac,Czech Republic,218.14,False
a0003c,United States,148.09,False
a38633,United States,229.48,False
89900e,Taiwan,249.81,False
ab4732,United States,96.81,False
89900d,Taiwan,252.77,False
a2c93c,United States,73.34,False
a2795f,United States,40.18,False
ac670d,United States,115.43,False
c0534e,Canada,229.87,False
a1463a,United States,0.0,True
899028,Taiwan,178.85,False
a78a52,United States,181.58,False
899022,Taiwan,252.69,False
780204,China,166.92,False
a2c92b,United States,223.19,False
89901b,Taiwan,229.12,False
89901d,Taiwan,257.22,False
89901c,Taiwan,245.14,False
49d3d5,Czech Republic,214.19,False
49d3d4,Czech Republic,224.89,False
a80d4a,United States,41.72,False
49d3d6,Czech Republic,236.46,False
899039,Taiwan,253.55,False
c1e947,Canada,5.14,True
899032,Taiwan,250.06,False
a0267b,United States,140.76,False
aaab08,United States,238.49,False
acfe09,United States,235.34,False
50835f,Ukraine,53.57,False
abde0b,United States,231.77,False
406f87,United Kingdom,95.59,False
a43cca,United States,50.12,False
aa141e,United States,132.07,False
a3999e,United States,242.66,False
e4894e,Brazil,152.5,False
a3b00c,United States,216.53,False
406f74,United Kingdom,262.21,False
486495,Kingdom of the Netherlands,211.2,False
a2668b,United States,221.45,False
adb071,United States,38.72,False
a64996,United States,232.32,False
881b6b,Thailand,153.15,False
c06645,Canada,223.3,False
a3b028,United States,239.36,False
7813bb,China,223.66,False
a32ffe,United States,11.32,True
a31ccf,United States,19.03,True
aaab28,United States,50.16,False
a3998c,United States,114.17,False
aa6db4,United States,243.89,False
4ca4ee,Ireland,126.89,False
4ca4ed,Ireland,13.38,True
4ca4ec,Ireland,232.42,False
7800a9,China,259.61,False
c07966,Canada,7.46,True
a7a616,United States,230.22,False
a1a98d,United States,240.22,False
ac65bb,United States,153.37,False
4026bb,United Kingdom,34.56,False
aa1405,United States,49.66,False
a3b042,United States,47.7,False
aba8ff,United States,248.53,False
485123,Kingdom of the Netherlands,10.29,True
ae08f9,United States,98.22,False
7813ea,China,267.79,False
498437,Czech Republic,67.19,False
a37387,United States,68.64,False
ac65dc,United States,126.79,False
a7da5f,United States,0.0,True
a7da9c,United States,199.02,False
406f9d,United Kingdom,64.08,False
3d3ad4,Germany,48.09,False
ac65fb,United States,220.83,False
a2b698,United States,234.61,False
ade8f3,United States,61.16,False
7800e5,China,205.76,False
44818d,Belgium,13.89,True
4409c0,Austria,214.55,False
868b50,Japan,73.51,False
448192,Belgium,5.66,False
a2b691,United States,226.5,False
a9e4f1,United States,55.58,False
486427,Kingdom of the Netherlands,41.52,False
44817c,Belgium,7.46,True
a2fcee,United States,173.1,False
ac52e2,United States,256.02,False
502daa,Latvia,70.98,False
aca33f,United States,218.09,False
ad734a,United States,2.06,True
a7eced,United States,75.31,False
c051e4,Canada,236.45,False
47a743,Norway,187.32,False
a145b7,United States,133.63,False
ac668d,United States,201.17,False
502dae,Latvia,216.78,False
502da9,Latvia,114.66,False
78029e,China,271.41,False
a99692,United States,42.69,False
4039a5,United Kingdom,57.7,False
502db2,Latvia,238.26,False
ac5378,United States,214.6,False
502db3,Latvia,224.17,False
ac536c,United States,228.46,False
a4805b,United States,39.85,False
add66d,United States,221.29,False
a158c9,United States,240.14,False
ac537f,United States,223.19,False
adb014,United States,209.52,False
50840a,Ukraine,141.73,False
49d51e,Czech Republic,48.33,False
a025bc,United States,44.04,False
a97011,United States,69.04,False
a3e8d3,United States,81.19,False
3d06d3,Germany,46.48,False
44813c,Belgium,4.12,True
ac538f,United States,116.45,False
3bd9ff,France,15.43,True
a80cd2,United States,56.38,False
ad605f,United States,71.63,False
a31e4b,United States,71.54,False
394a06,France,251.48,False
a252a7,United States,242.48,False
3e0175,Germany,55.3,False
a6dff9,United States,226.5,False
a252ae,United States,240.05,False
a3b04f,United States,56.82,False
394a14,France,73.27,False
49d556,Czech Republic,51.57,False
ac407d,United States,243.92,False
4ca568,Ireland,179.87,False
a1a8da,United States,165.46,False
c051c6,Canada,239.62,False
3b76ae,France,185.89,False
49d564,Czech Republic,40.29,False
50844b,Ukraine,85.0,False
3e017a,Germany,17.47,False
a132b5,United States,41.15,False
a4e389,United States,217.73,False
3cc194,Germany,116.59,False
a4d04c,United States,85.91,False
781541,China,224.31,False
781540,China,228.31,False
a79e31,United States,223.72,False
aacfbe,United States,161.06,False
3c70ca,Germany,278.77,False
a2fe86,United States,37.17,False
a42b45,United States,233.3,False
395d6d,France,126.07,False
af4a7b,United States,158.38,False
aa25c1,United States,69.72,False
ab5975,United States,255.44,False
780220,China,10.8,True
04022b,Ethiopia,226.59,False
a4f5cc,United States,126.66,False
78021a,China,233.03,False
a1de8d,United States,206.9,False
a742a4,United States,63.79,False
781565,China,230.55,False
a43e60,United States,202.98,False
ac0fdc,United States,83.85,False
780231,China,272.85,False
4ca56d,Ireland,222.87,False
4ca56c,Ireland,248.18,False
49c25c,Czech Republic,39.11,False
acc93c,United States,47.35,False
4ca56b,Ireland,216.63,False
a6ce58,United States,219.51,False
abefba,United States,213.86,False
a17b5f,United States,79.7,False
a622bc,United States,222.6,False
781579,China,249.24,False
402752,United Kingdom,43.84,False
78023d,China,294.34,False
395d67,France,0.06,True
395d66,France,191.54,False
a2fe3c,United States,188.94,False
a18e9d,United States,263.87,False
ad2fd0,United States,160.29,False
a9704d,United States,228.02,False
ac797d,United States,8.23,True
06a3b7,Qatar,240.13,False
48d8ef,Poland,115.09,False
4862aa,Kingdom of the Netherlands,44.67,False
06a3af,Qatar,64.75,False
a492ea,United States,53.8,False
ac5326,United States,258.08,False
78157c,China,201.4,False
abefdd,United States,15.95,True
ac7997,United States,6.69,False
a515ad,United States,220.96,False
acc967,United States,55.47,False
adc313,United States,190.4,False
a768c2,United States,251.72,False
3c70c1,Germany,196.33,False
3c70c5,Germany,258.7,False
34134d,Spain,216.77,False
ab202a,United States,112.97,False
a372f9,United States,42.05,False
3e5c53,Germany,29.49,False
78026e,China,1.15,False
ac5349,United States,0.0,True
a9969b,United States,10.8,True
3c70aa,Germany,246.69,False
a31e9b,United States,202.84,False
a9703f,United States,101.06,False
3e5c40,Germany,34.61,False
c1e89a,Canada,13.89,True
502d10,Latvia,180.44,False
4ba9ea,Turkey,225.99,False
a862e8,United States,50.87,False
a91b5c,United States,270.99,False
4864c6,Kingdom of the Netherlands,67.08,False
009e21,South Africa,222.39,False
a12105,United States,36.18,False
4481d9,Belgium,3.09,True
040077,Ethiopia,129.32,False
40290b,United Kingdom,29.25,False
44d1a6,Belgium,227.16,False
44d1a5,Belgium,67.52,False
89916b,Taiwan,322.35,False
a06dc3,United States,85.1,False
89916d,Taiwan,256.55,False
4ba9cc,Turkey,223.55,False
89916c,Taiwan,290.7,False
781602,China,68.56,False
3d5fd0,Germany,83.58,False
502d2c,Latvia,53.41,False
4ba9e8,Turkey,242.17,False
44d1b3,Belgium,230.67,False
402917,United Kingdom,45.1,False
4ba9e2,Turkey,219.73,False
4ba9e1,Turkey,228.92,False
502d21,Latvia,64.75,False
a8c5df,United States,38.01,False
502d23,Latvia,155.97,False
502d0d,Latvia,214.68,False
a2eb9e,United States,50.85,False
502d0c,Latvia,215.43,False
502d0e,Latvia,94.96,False
478d42,Norway,231.89,False
aa13ff,United States,110.32,False
71c006,Republic of Korea,213.33,False
502d29,Latvia,222.09,False
a6bb98,United States,219.16,False
4ba9f6,Turkey,241.07,False
a862ea,United States,92.76,False
502d28,Latvia,164.29,False
a6bb97,United States,242.52,False
89914d,Taiwan,108.75,False
a742c2,United States,0.0,True
502d3f,Latvia,208.6,False
781624,China,264.82,False
a00159,United States,114.46,False
a7db0b,United States,103.18,False
502d59,Latvia,136.93,False
502d58,Latvia,206.65,False
899160,Taiwan,5.66,True
47a7a8,Norway,8.23,True
502d44,Latvia,209.14,False
502d43,Latvia,99.82,False
781634,China,160.0,False
a54b86,United States,168.68,False
44d1a2,Belgium,249.44,False
44d1a1,Belgium,151.5,False
3d3a88,Germany,66.37,False
89912e,Taiwan,261.34,False
781642,China,228.84,False
781641,China,223.87,False
a29aa5,United States,237.83,False
4481bf,Belgium,2.31,True
acb824,United States,224.87,False
a7ee5a,United States,74.08,False
89913f,Taiwan,248.78,False
a66b96,United States,47.42,False
89913d,Taiwan,100.21,False
a3871e,United States,227.34,False
502d5e,Latvia,223.04,False
502d5f,Latvia,209.85,False
502d5c,Latvia,198.35,False
502d5b,Latvia,199.93,False
899150,Taiwan,122.21,False
78031e,China,175.95,False
ac66c4,United States,60.6,False
7814be,China,188.25,False
8990a2,Taiwan,197.17,False
8990a4,Taiwan,273.5,False
a54aaa,United States,228.04,False
a54aae,United States,191.04,False
ac66aa,United States,228.12,False
71c078,Republic of Korea,204.44,False
a12171,United States,55.6,False
c05416,Canada,230.63,False
a4943f,United States,232.82,False
71c076,Republic of Korea,182.78,False
71c077,Republic of Korea,237.23,False
8990b3,Taiwan,189.79,False
49d2d6,Czech Republic,73.58,False
abdf3f,United States,2.06,True
aaac36,United States,42.8,False
7801b7,China,4.63,True
71c063,Republic of Korea,186.33,False
a3b140,United States,205.03,False
39aded,France,215.25,False
ac53b2,United States,257.56,False
c05430,Canada,236.71,False
a61120,United States,42.56,False
ad73a9,United States,220.68,False
7801c1,China,209.8,False
a2679a,United States,222.54,False
71c092,Republic of Korea,228.27,False
7801c9,China,8.23,True
a36110,United States,241.25,False
71c090,Republic of Korea,207.33,False
71c091,Republic of Korea,94.22,False
a26793,United States,13.89,True
ad99f2,United States,44.59,False
388161,France,1.03,False
3ce690,Germany,219.86,False
ad99f9,United States,225.7,False
a36119,United States,150.11,False
4a2836,Romania,35.56,False
71c085,Republic of Korea,283.92,False
a80dac,United States,217.79,False
ac53d5,United States,138.57,False
a49498,United States,51.56,False
a75710,United States,207.75,False
c06709,Canada,10.29,True
06a30b,Qatar,233.72,False
06a30c,Qatar,246.96,False
aca3a0,United States,247.29,False
06a30a,Qatar,220.6,False
7801dc,China,208.71,False
71c025,Republic of Korea,130.67,False
3d4cb2,Germany,42.97,False
3dafb2,Germany,63.69,False
ac53f8,United States,204.3,False
ab20e6,United States,229.2,False
a2a484,United States,65.99,False
a3b110,United States,235.96,False
ac40d8,United States,58.13,False
a3d76f,United States,13.89,True
48520b,Kingdom of the Netherlands,86.36,False
48520d,Kingdom of the Netherlands,223.17,False
71c042,Republic of Korea,260.92,False
485209,Kingdom of the Netherlands,237.18,False
a91adc,United States,33.55,False
84176b,Japan,169.61,False
a7dadc,United States,229.34,False
485206,Kingdom of the Netherlands,9.77,True
4027a9,United Kingdom,46.37,False
479ee7,Norway,241.92,False
06a2e8,Qatar,17.25,False
06a2e4,Qatar,232.85,False
06a2e2,Qatar,249.26,False
06a2e1,Qatar,287.25,False
845dee,Japan,175.59,False
06a2df,Qatar,193.77,False
486516,Kingdom of the Netherlands,84.16,False
06a2f7,Qatar,179.69,False
a6119b,United States,174.25,False
851120,Japan,197.73,False
06a2f1,Qatar,227.4,False
a1a9bc,United States,238.22,False
46ced4,Greece,5.92,True
06a2ed,Qatar,167.7,False
383e33,France,43.02,False
ac79a3,United States,217.92,False
add790,United States,0.0,True
aceaf9,United States,61.46,False
3b75f5,France,124.37,False
49d412,Czech Republic,75.34,False
06a2fd,Qatar,248.98,False
06a2fa,Qatar,211.96,False
a493a2,United States,247.79,False
ab8f0d,United States,233.01,False
a8c759,United States,218.71,False
a31f74,United States,220.73,False
a000ca,United States,133.51,False
a373b7,United States,229.85,False
c1e8cc,Canada,4.63,True
502ce8,Latvia,216.96,False
502ce4,Latvia,5.92,True
49d423,Czech Republic,246.05,False
a91ab7,United States,228.11,False
39ae23,France,84.96,False
479ec3,Norway,1.03,True
49d41e,Czech Republic,216.2,False
e48809,Brazil,217.33,False
502cc8,Latvia,184.41,False
a6cde2,United States,49.59,False
502cd0,Latvia,202.75,False
502cef,Latvia,66.59,False
a43f2e,United States,125.91,False
49d42b,Czech Republic,222.86,False
a06f8a,United States,230.5,False
a7edea,United States,60.65,False
a43f2a,United States,137.1,False
acc9b2,United States,225.04,False
a4d169,United States,47.03,False
a146f9,United States,226.0,False
a78aed,United States,72.55,False
7815d0,China,243.05,False
c1e8d3,Canada,1.29,True
4aaad9,Sweden,36.64,False
aa276a,United States,113.69,False
c065eb,Canada,95.03,False
a9840e,United States,88.07,False
c052d7,Canada,248.02,False
4ca421,Ireland,117.15,False
a399de,United States,222.31,False
a756d2,United States,183.96,False
a373ea,United States,215.82,False
502d96,Latvia,5.92,True
49d44f,Czech Republic,277.73,False
899118,Taiwan,184.49,False
899128,Taiwan,261.96,False
040103,Ethiopia,4.12,True
899124,Taiwan,72.93,False
502d8f,Latvia,38.12,False
c078cf,Canada,4.12,True
781677,China,230.41,False
502d88,Latvia,229.38,False
39ae6c,France,32.23,False
a360b7,United States,133.56,False
ac6744,United States,266.4,False
502d7c,Latvia,226.62,False
899134,Taiwan,258.26,False
a8fc08,United States,53.91,False
502d7a,Latvia,72.84,False
899131,Taiwan,151.73,False
c078bf,Canada,253.36,False
ac541b,United States,242.94,False
a636fb,United States,1.63,False
a17c95,United States,81.99,False
4ca44b,Ireland,86.04,False
ac9aa1,United States,68.65,False
899104,Taiwan,0.0,True
899106,Taiwan,314.59,False
4ca44a,Ireland,77.79,False
78034a,China,195.86,False
a7ef3c,United States,52.77,False
a92f0e,United States,0.06,True
780368,China,209.19,False
781698,China,208.98,False
781696,China,248.09,False
3cd2e5,Germany,144.46,False
ac5442,United States,233.37,False
899107,Taiwan,238.35,False
406ecc,United Kingdom,240.93,False
ac5435,United States,237.6,False
ab211e,United States,9.2,False
78168c,China,235.8,False
502d9f,Latvia,207.46,False
863188,Japan,184.67,False
abddbf,United States,224.82,False
7cf359,Australia,3.09,True
4863e0,Kingdom of the Netherlands,38.79,False
7cf350,Australia,2.06,True
7cf353,Australia,29.32,True
4ba9c9,Turkey,246.64,False
a1481b,United States,56.13,False
4863db,Kingdom of the Netherlands,205.44,False
4ba9c8,Turkey,242.99,False
c0407b,Canada,212.79,False
ab7ae4,United States,254.49,False
a5af37,United States,92.6,False
a85185,United States,237.61,False
a85188,United States,212.56,False
4ba9d2,Turkey,255.79,False
405bfb,United Kingdom,252.33,False
3d05d0,Germany,58.59,False
ac9abc,United States,220.48,False
46bc54,Greece,151.28,False
7cf338,Australia,2.57,True
46bc53,Greece,129.44,False
06a2b5,Qatar,243.64,False
06a2b3,Qatar,246.34,False
e486c1,Brazil,0.77,True
ac5465,United States,72.73,False
ab214d,United States,214.62,False
06a2af,Qatar,237.69,False
45f0a9,Denmark,43.52,False
3d05e6,Germany,76.25,False
e499db,Brazil,53.78,False
4b8f44,Turkey,66.53,False
a769d9,United States,60.08,False
46bc49,Greece,134.28,False
ad876e,United States,241.87,False
a55f6c,United States,215.82,False
ac679b,United States,7.2,True
a55f6f,United States,55.58,False
503f0c,Lithuania,4.12,True
a43b91,United States,234.9,False
4b8e47,Turkey,194.18,False
4b8e46,Turkey,199.13,False
ad1c67,United States,228.86,False
a752bf,United States,170.44,False
c0644e,Canada,37.91,False
a07dc8,United States,265.46,False
a6cb48,United States,230.03,False
a765ec,United States,191.65,False
a992ab,United States,155.3,False
4ba8f5,Turkey,241.27,False
4ba8f2,Turkey,236.8,False
4ba8f3,Turkey,227.52,False
a752ea,United States,106.85,False
aa10ba,United States,1.03,True
a7a2be,United States,55.03,False
ade6f5,United States,89.21,False
ac50d1,United States,233.72,False
3b752b,France,149.03,False
3b752a,France,152.26,False
86dd2a,Japan,119.87,False
a92b0c,United States,235.93,False
3b752d,France,138.3,False
abdc78,United States,129.29,False
3b7546,France,140.82,False
406d8e,United Kingdom,222.0,False
4aab15,Sweden,60.81,False
4ba8d5,Turkey,224.29,False
406d90,United Kingdom,141.2,False
406d95,United Kingdom,142.26,False
4ba8d2,Turkey,195.09,False
407fc7,United Kingdom,70.17,False
407faf,United Kingdom,231.18,False
a19dd0,United States,32.11,False
407fac,United Kingdom,217.0,False
a06aba,United States,204.08,False
a3e5fa,United States,249.04,False
ad1c7c,United States,57.62,False
a39720,United States,35.35,False
a15778,United States,221.25,False
a20dd5,United States,42.78,False
a3970f,United States,225.82,False
ac50fa,United States,248.76,False
48c595,Poland,55.41,False
a01130,United States,74.22,False
add3d9,United States,216.31,False
a3d2e5,United States,87.97,False
a8d5a0,United States,227.35,False
a0245a,United States,0.73,False
aa23b3,United States,240.31,False
06432b,Nigeria,249.68,False
a03762,United States,49.48,False
48625a,Kingdom of the Netherlands,44.39,False
a06ab1,United States,52.85,False
a68e7c,United States,193.96,False
a18ada,United States,234.18,False
a39771,United States,69.94,False
3e120e,Germany,53.5,False
3e120d,Germany,3.0,False
ac0f26,United States,243.85,False
abb9b2,United States,198.99,False
8991be,Taiwan,7.72,True
39bdab,France,101.05,False
39bdac,France,182.55,False
39bdaf,France,0.0,True
486265,Kingdom of the Netherlands,76.67,False
a2b433,United States,67.88,False
ad2f18,United States,146.99,False
ac76a7,United States,222.08,False
aa7ec3,United States,228.0,False
7cf3a5,Australia,1.29,True
a4f414,United States,212.07,False
3e1213,Germany,47.29,False
3ecef0,Germany,40.9,False
3e1215,Germany,0.0,False
a38439,United States,233.27,False
abef16,United States,200.98,False
a14487,United States,35.51,False
3e1210,Germany,58.93,False
406d1a,United Kingdom,246.09,False
39bda2,France,211.87,False
7815fe,China,241.13,False
ac76b2,United States,40.8,False
a0112f,United States,77.29,False
39bda4,France,234.93,False
3e255e,Germany,2.83,True
a44db3,United States,214.21,False
aabc11,United States,126.04,False
4ca2c9,Ireland,91.43,False
39bda0,France,208.24,False
406d27,United Kingdom,219.51,False
4ca2c0,Ireland,230.71,False
4ca2ab,Ireland,241.78,False
39bdb2,France,91.48,False
c07721,Canada,226.28,False
39bdb7,France,219.16,False
4ca2ca,Ireland,3.34,True
ac89f7,United States,226.99,False
39bdb9,France,227.74,False
4ca2d5,Ireland,213.71,False
a56ddc,United States,205.23,False
39bdb0,France,215.56,False
39bdb1,France,209.97,False
a1a74e,United States,52.39,False
c00da8,Canada,5.14,True
a4071d,United States,186.27,False
adc180,United States,1.03,True
49d1cd,Czech Republic,144.55,False
a15795,United States,209.68,False
4ca2bf,Ireland,235.92,False
3d1854,Germany,77.21,False
405a4a,United Kingdom,129.7,False
ad2f2d,United States,61.2,False
ac0f4d,United States,220.21,False
86dd4c,Japan,193.53,False
a40797,United States,173.75,False
a25179,United States,234.36,False
405a46,United Kingdom,185.68,False
406d70,United Kingdom,221.19,False
0acaaa,Colombia,217.9,False
47a50d,Norway,210.56,False
acc6d1,United States,0.0,True
ad83b2,United States,210.5,False
0acac0,Colombia,0.0,True
ae06d8,United States,113.28,False
a3845c,United States,236.22,False
3e1205,Germany,28.83,False
3b756b,France,228.4,False
ac63d5,United States,87.94,False
ad2f71,United States,228.47,False
a992cf,United States,200.92,False
47a518,Norway,226.0,False
4b8da4,Turkey,241.04,False
4024d0,United Kingdom,42.79,False
abef79,United States,232.02,False
4b330a,Switzerland,53.05,False
4ba955,Turkey,239.28,False
aba784,United States,47.8,False
ab313c,United States,220.13,False
4ba950,Turkey,243.64,False
a6cad3,United States,138.9,False
a19f29,United States,241.91,False
0acb8a,Colombia,109.71,False
a6cacb,United States,205.04,False
3cd28f,Germany,210.19,False
c00e6c,Canada,228.62,False
a88774,United States,227.35,False
4b3307,Switzerland,30.59,False
a0bc06,United States,49.7,False
ade72c,United States,92.41,False
ade72b,United States,63.22,False
4b3300,Switzerland,0.51,False
a20f24,United States,48.33,False
aa6ade,United States,0.0,True
008de5,South Africa,195.09,False
aba77c,United States,10.29,True
008de3,South Africa,107.18,False
a50192,United States,87.36,False
7816b3,China,259.34,False
503eaa,Lithuania,90.47,False
