icao24,origin_country,velocity,on_ground
801680,India,98.31,False
e8024d,Chile,0.0,True
4bc8d0,Turkey,234.21,False
80167e,India,205.98,False
e8024f,Chile,227.58,False
80167b,India,131.01,False
80167c,India,212.36,False
3dbc00,Germany,86.38,False
80167f,India,69.37,False
511172,Estonia,220.81,False
a007c9,United States,65.16,False
80167a,India,149.7,False
adb954,United States,82.75,False
a5f808,United States,233.92,False
511170,Estonia,229.27,False
801697,India,201.32,False
801698,India,240.76,False
801699,India,3.86,True
841a6c,Japan,105.03,False
4bc8d5,Turkey,221.37,False
4bc8d6,Turkey,232.37,False
4bc8d3,Turkey,235.82,False
4bc8d4,Turkey,148.4,False
a40bed,United States,53.24,False
4bc8d2,Turkey,230.47,False
505f24,Slovakia,50.78,False
3442cc,Spain,100.52,False
80164e,India,232.65,False
80164f,India,237.7,False
a35592,United States,225.47,False
ad5679,United States,208.79,False
80164c,India,215.55,False
478891,Norway,101.35,False
471efa,Hungary,212.49,False
47b217,Norway,251.4,False
acdffc,United States,205.17,False
ae6325,United States,32.59,False
47887e,Norway,138.38,False
471efe,Hungary,143.44,False
471efc,Hungary,202.5,False
471efd,Hungary,68.03,False
51118d,Estonia,61.46,False
801661,India,155.19,False
801667,India,152.19,False
00b231,South Africa,117.45,False
00b230,South Africa,242.18,False
51118a,Estonia,238.45,False
511195,Estonia,222.76,False
44029d,Austria,44.22,False
80165a,India,262.14,False
4031bc,United Kingdom,42.57,False
aae378,United States,52.38,False
aae377,United States,230.66,False
a59530,United States,247.65,False
80165e,India,207.84,False
801669,India,71.0,False
511194,Estonia,210.42,False
a3689e,United States,115.35,False
a3556f,United States,1.8,True
801674,India,150.97,False
abf025,United States,249.4,False
801678,India,223.38,False
e8027a,Chile,240.42,False
a2cbdb,United States,216.45,False
801671,India,208.47,False
ad5672,United States,36.54,False
ac21e4,United States,75.26,False
a9655c,United States,43.68,False
4acb44,Sweden,206.76,False
a4b294,United States,209.52,False
a7bbe9,United States,268.19,False
440261,Austria,78.94,False
adda24,United States,237.63,False
a247b8,United States,267.0,False
adda23,United States,180.99,False
e80218,Chile,224.1,False
accd69,United States,114.86,False
8a040a,Indonesia,127.77,False
ada4bc,United States,44.18,False
3d2518,Germany,81.21,False
a76bec,United States,28.34,False
440248,Austria,218.13,False
adb7ee,United States,196.48,False
a02a1b,United States,8.13,False
4acb58,Sweden,91.87,False
adb7f4,United States,33.88,False
3d3831,Germany,50.54,False
a091a6,United States,206.63,False
44023f,Austria,221.71,False
403297,United Kingdom,47.86,False
3c5ee6,Germany,130.4,False
0d11e4,Mexico,233.2,False
4bc8cf,Turkey,220.23,False
acba5a,United States,43.73,False
4bc8ce,Turkey,193.24,False
4bc8cb,Turkey,69.97,False
4acb23,Sweden,175.82,False
80168a,India,229.83,False
4bc8cc,Turkey,164.71,False
4bc8ca,Turkey,221.63,False
a71297,United States,52.81,False
aded77,United States,235.91,False
3c5ee4,Germany,213.18,False
ae61d7,United States,238.21,False
3c5ee3,Germany,226.77,False
3c5ee2,Germany,226.16,False
a34291,United States,248.87,False
0d11f9,Mexico,219.03,False
3c5eed,Germany,206.68,False
3c5eec,Germany,91.06,False
46b82f,Greece,234.0,False
3c5eea,Germany,3.34,True
a3428e,United States,74.6,False
a5d28e,United States,240.29,False
a5d28c,United States,191.95,False
e80242,Chile,115.46,False
3c5ef5,Germany,206.97,False
44025c,Austria,111.74,False
c07bc7,Canada,225.7,False
440219,Austria,219.63,False
a7121f,United States,6.55,False
a5f88e,United States,64.72,False
46b831,Greece,230.07,False
46b832,Greece,68.42,False
3ffc4e,Germany,80.37,False
46b830,Greece,8.23,True
ad8a8a,United States,30.37,False
46b835,Greece,227.46,False
46b833,Greece,79.02,False
44020b,Austria,207.69,False
a091d5,United States,83.65,False
a8eed8,United States,4.12,True
ab1612,United States,137.83,False
ac491d,United States,202.28,False
a101c3,United States,75.12,False
a27d3c,United States,33.07,False
a8584a,United States,225.8,False
a5f87d,United States,49.02,False
46b821,Greece,218.13,False
8851e1,Thailand,154.65,False
8851e4,Thailand,240.15,False
46b824,Greece,102.89,False
46b825,Greece,229.66,False
46b822,Greece,132.62,False
46b828,Greece,228.89,False
a114ed,United States,133.64,False
46b826,Greece,229.62,False
aa099e,United States,0.9,True
a0f4b5,United States,226.05,False
ab1628,United States,205.99,False
a72584,United States,25.85,False
4acb5a,Sweden,216.54,False
851958,Japan,172.66,False
44022b,Austria,121.23,False
a39d0a,United States,67.24,False
47880f,Norway,7.72,True
aaf60a,United States,219.36,False
a85887,United States,228.34,False
a39d11,United States,191.06,False
ab162c,United States,83.62,False
a7bbb2,United States,4.63,True
a091fd,United States,69.36,False
8014a3,India,235.0,False
ae629b,United States,118.16,False
aa07f9,United States,261.45,False
c0482a,Canada,156.89,False
a3ed69,United States,231.2,False
4aca9a,Sweden,203.17,False
34318a,Spain,219.12,False
a26a70,United States,244.11,False
885222,Thailand,255.07,False
87455c,Japan,187.44,False
394681,France,61.89,False
8014b0,India,135.49,False
8014b3,India,205.0,False
c0481c,Canada,238.16,False
5003ff,San Marino,246.87,False
ad67a4,United States,137.89,False
3d124c,Germany,53.86,False
accd13,United States,228.95,False
a88d1c,United States,254.18,False
4aca82,Sweden,0.0,True
a63a1a,United States,58.57,False
393323,France,71.82,False
4aca81,Sweden,99.04,False
a3a4ed,United States,5.66,True
4aca83,Sweden,243.24,False
a1ad73,United States,233.16,False
4aca85,Sweden,245.56,False
4aca88,Sweden,107.92,False
4aca87,Sweden,216.95,False
a64d4d,United States,222.98,False
accd18,United States,198.08,False
e0b244,Argentina,77.8,False
a88d26,United States,13.89,True
e07585,Argentina,192.83,False
a091f3,United States,203.45,False
e07584,Argentina,244.59,False
a0f4f6,United States,109.59,False
4aca7a,Sweden,195.24,False
a3ed7c,United States,238.53,False
a63a29,United States,247.8,False
4aca92,Sweden,227.55,False
4aca95,Sweden,225.45,False
4aca94,Sweden,14.92,True
4aca96,Sweden,222.94,False
a51a52,United States,67.91,False
4aca98,Sweden,112.73,False
a234ef,United States,233.67,False
84d28e,Japan,186.79,False
34448d,Spain,214.18,False
4aca8b,Sweden,174.48,False
4aca8d,Sweden,224.49,False
ac47de,United States,185.66,False
4aca8f,Sweden,216.16,False
4aca8e,Sweden,236.08,False
a724af,United States,54.5,False
344498,Spain,213.38,False
e49eec,Brazil,226.04,False
a0093e,United States,210.35,False
ad9d42,United States,48.26,False
8014dc,India,215.82,False
3c5eee,Germany,126.33,False
8014db,India,238.9,False
8014de,India,173.05,False
e49ef1,Brazil,240.89,False
e49ef4,Brazil,223.58,False
e49ef3,Brazil,6.43,True
a617a0,United States,0.0,True
85188c,Japan,0.0,True
4520ce,Bulgaria,221.55,False
e49ef9,Brazil,124.07,False
392060,France,47.8,False
4400f3,Austria,242.65,False
4400f2,Austria,2.3,False
a3b7cb,United States,258.82,False
8014f7,India,91.58,False
8a0458,Indonesia,226.91,False
4400eb,Austria,5.92,True
a3b7e5,United States,69.26,False
471f9a,Hungary,8.23,True
471f9e,Hungary,154.84,False
e48ba9,Brazil,260.97,False
4520fb,Bulgaria,208.08,False
343141,Spain,149.44,False
392035,France,58.57,False
e49eca,Brazil,186.31,False
471f81,Hungary,241.04,False
a461bf,United States,59.04,False
3f6533,Germany,0.0,True
8014bb,India,141.44,False
acba1b,United States,194.01,False
a2ba4f,United States,201.46,False
a3b7f4,United States,242.26,False
8014bd,India,68.65,False
8014c8,India,74.6,False
a221f8,United States,54.57,False
e49ed5,Brazil,197.52,False
e48ba7,Brazil,241.36,False
e0b281,Argentina,134.85,False
87453a,Japan,197.4,False
4520eb,Bulgaria,239.91,False
a4d7e4,United States,205.32,False
a2ba57,United States,74.06,False
a39d95,United States,0.77,True
aa927a,United States,7.46,True
8014cf,India,192.41,False
8014ce,India,225.65,False
471f7a,Hungary,243.75,False
4a2021,Romania,219.87,False
4a2022,Romania,129.71,False
392095,France,49.23,False
a09322,United States,72.54,False
471f62,Hungary,69.3,False
505f3d,Slovakia,45.86,False
a99a52,United States,214.32,False
3c17d8,Germany,0.0,True
a8ca46,United States,77.31,False
471f78,Hungary,242.2,False
471f70,Hungary,133.25,False
aa2a7f,United States,47.38,False
a03ce6,United States,247.87,False
343104,Spain,80.08,False
4400b7,Austria,197.04,False
4400b6,Austria,68.1,False
471f5c,Hungary,219.72,False
4400b3,Austria,222.04,False
4400b2,Austria,34.47,True
4400e3,Austria,190.22,False
a9ea06,United States,52.03,False
a1160c,United States,47.49,False
7809aa,China,235.23,False
471f41,Hungary,238.71,False
a59601,United States,262.27,False
4520aa,Bulgaria,237.26,False
471f58,Hungary,227.59,False
c07c7b,Canada,0.0,True
34440a,Spain,218.02,False
4786c5,Norway,146.57,False
34440b,Spain,143.51,False
ac2286,United States,86.46,False
a10308,United States,56.15,False
344417,Spain,224.82,False
a594fa,United States,259.56,False
48f98f,Poland,47.77,False
a41fe0,United States,286.21,False
a3696e,United States,138.88,False
a88d47,United States,201.18,False
344409,Spain,230.46,False
a88d49,United States,40.8,False
471f35,Hungary,145.34,False
471f36,Hungary,221.35,False
a40ca4,United States,250.91,False
ada588,United States,51.7,False
471f37,Hungary,230.02,False
801605,India,177.93,False
801603,India,221.52,False
a2cca4,United States,56.5,False
801613,India,68.42,False
488190,Poland,81.12,False
471f02,Hungary,216.51,False
a08010,United States,81.75,False
471f00,Hungary,187.3,False
471f01,Hungary,205.78,False
3d37a4,Germany,50.29,False
e07542,Argentina,226.59,False
a2362f,United States,0.0,True
a76d90,United States,110.82,False
e07543,Argentina,222.03,False
a711c2,United States,32.87,False
885282,Thailand,257.63,False
a24985,United States,57.68,False
80174d,India,205.19,False
80174c,India,61.18,False
a7cfad,United States,239.87,False
505cfd,Slovakia,48.09,False
aa8114,United States,12.86,True
407b4d,United Kingdom,78.09,False
e48c05,Brazil,228.96,False
407b57,United Kingdom,116.81,False
801767,India,235.24,False
ac2412,United States,163.82,False
c07e42,Canada,59.0,False
aa942b,United States,30.46,False
4cc278,Iceland,194.6,False
a0e396,United States,91.48,False
80175f,India,175.78,False
a2ccdf,United States,29.57,False
3eee60,Germany,30.84,False
abadc0,United States,223.1,False
8a01e0,Indonesia,91.12,False
801768,India,244.91,False
801778,India,257.57,False
a40cca,United States,50.95,False
a5d31f,United States,66.19,False
801738,India,203.42,False
a22358,United States,1.54,True
a60675,United States,47.96,False
abadd6,United States,201.26,False
a89fcf,United States,195.81,False
500395,San Marino,131.88,False
ad4419,United States,51.98,False
801744,India,141.5,False
801742,India,194.71,False
ad574f,United States,218.66,False
ac2439,United States,234.71,False
407b32,United Kingdom,34.99,False
47b372,Norway,71.69,True
407b1e,United Kingdom,43.47,False
c035bb,Canada,208.12,False
80173c,India,93.86,False
801748,India,256.88,False
801746,India,220.17,False
a7130c,United States,0.0,True
a73981,United States,47.57,False
8852e4,Thailand,239.22,False
407b24,United Kingdom,38.12,False
c035d4,Canada,249.82,False
8852e1,Thailand,240.76,False
47a039,Norway,216.29,False
a2dff5,United States,50.35,False
4045be,United Kingdom,66.73,False
00c45f,South Africa,125.13,False
0d10e3,Mexico,196.02,False
aae465,United States,233.35,False
a2107b,United States,214.53,False
407b8b,United Kingdom,152.78,False
a5f938,United States,219.18,False
abadf9,United States,202.11,False
3c4b26,Germany,248.03,False
a4d946,United States,232.15,False
ab4af1,United States,201.91,False
3c4b2f,Germany,243.93,False
ab0485,United States,233.48,False
50038b,San Marino,248.68,False
3430cd,Spain,229.45,False
3430cc,Spain,237.67,False
a128be,United States,37.81,False
e4a6ae,Brazil,2.06,True
a65fae,United States,243.59,False
3c4b35,Germany,216.49,False
39cc8a,France,238.78,False
407b86,United Kingdom,76.58,False
407b80,United Kingdom,32.81,False
a8dd7b,United States,253.27,False
ad444d,United States,227.63,False
a0e38c,United States,62.64,False
801782,India,145.72,False
a52cc8,United States,0.0,True
acbad6,United States,41.62,False
407b70,United Kingdom,202.46,False
778823,Syrian Arab Republic,208.75,False
4cc279,Iceland,172.5,False
ac379a,United States,208.14,False
ad4470,United States,129.25,False
a008c5,United States,243.18,False
a3fffc,United States,60.26,False
a008c9,United States,236.77,False
a3568e,United States,80.1,False
e49f59,Brazil,206.84,False
800463,India,246.9,False
a3a65f,United States,248.07,False
801792,India,183.7,False
3c4b4c,Germany,225.7,False
ac247a,United States,224.64,False
506fab,Slovenia,0.0,True
394833,France,54.48,False
a82047,United States,33.45,False
394831,France,52.09,False
addb47,United States,232.97,False
3443d2,Spain,226.42,False
506fc3,Slovenia,61.46,False
a8dcee,United States,196.27,False
a45091,United States,123.47,False
a9b662,United States,61.58,False
a4507f,United States,56.96,False
a9535d,United States,87.61,False
440366,Austria,61.69,False
a2ce05,United States,229.89,False
a235b7,United States,211.36,False
a248e0,United States,35.94,False
c01074,Canada,257.85,False
402080,United Kingdom,51.66,False
a4639d,United States,55.87,False
ad8b97,United States,34.23,False
506fd9,Slovenia,57.8,False
4aca06,Sweden,199.52,False
4aca05,Sweden,240.69,False
a45072,United States,295.31,False
4aca08,Sweden,119.87,False
ab1709,United States,86.73,False
4aca07,Sweden,201.27,False
505cb2,Slovakia,58.4,False
a9b642,United States,40.25,False
c01066,Canada,125.1,False
3d371c,Germany,38.94,False
469ce1,Greece,47.72,False
e49dfd,Brazil,109.86,False
440389,Austria,222.31,False
4aca13,Sweden,212.64,False
4aca12,Sweden,104.54,False
a3b8e1,United States,233.13,False
e4a74d,Brazil,98.66,False
e48ad5,Brazil,240.87,False
3ffb75,Germany,41.83,False
4aca0d,Sweden,241.98,False
a1ae04,United States,82.39,False
a7bcbf,United States,83.98,False
a57041,United States,51.17,False
4bb4f0,Turkey,230.55,False
a7000a,United States,157.81,False
8016a1,India,7.72,True
a69028,United States,43.95,False
a8dcb2,United States,44.32,False
46a60f,Greece,138.47,False
4aca67,Sweden,224.71,False
a7133f,United States,61.73,False
a88cbf,United States,238.04,False
407b12,United Kingdom,45.07,False
44032f,Austria,57.07,False
8016a7,India,210.15,False
a222b2,United States,93.61,False
a2bb10,United States,206.43,False
8016b1,India,166.97,False
4aca73,Sweden,183.49,False
a6f326,United States,246.44,False
4aca75,Sweden,157.59,False
ac370b,United States,146.7,False
4bb4ee,Turkey,236.22,False
a7cfe6,United States,248.13,False
a89fda,United States,69.96,False
4b51bf,Switzerland,26.56,False
76b868,Singapore,229.29,False
4aca6d,Sweden,206.33,False
8016b8,India,231.04,False
4aca6c,Sweden,154.75,False
c03667,Canada,97.49,False
a40e1c,United States,238.75,False
ab5db8,United States,224.15,False
38289d,France,43.48,False
471fa9,Hungary,141.02,False
a15e70,United States,197.52,False
4aca45,Sweden,208.92,False
440352,Austria,179.31,False
a70041,United States,193.72,False
471fa1,Hungary,115.69,False
a71375,United States,76.43,False
471fa2,Hungary,212.36,False
471fa7,Hungary,0.0,True
ab5dab,United States,169.54,False
471fa5,Hungary,140.14,False
a248f9,United States,46.2,False
471fa0,Hungary,238.39,False
76b86b,Singapore,233.0,False
471fad,Hungary,249.62,False
c07cf9,Canada,227.8,False
76b86d,Singapore,233.12,False
aa2abc,United States,200.63,False
471fae,Hungary,212.84,False
c07cf6,Canada,238.01,False
4aca50,Sweden,6.94,True
4aca53,Sweden,106.04,False
c0233f,Canada,80.34,False
a88ccf,United States,237.0,False
4b51df,Switzerland,25.72,False
c0101a,Canada,206.05,False
c02358,Canada,3.86,True
44033e,Austria,228.6,False
8015c2,India,199.33,False
8015c0,India,0.0,True
8015c6,India,145.43,False
a3a5ec,United States,267.53,False
ab15ba,United States,169.52,False
a52e70,United States,40.04,False
39cab3,France,60.68,False
0180bd,Libyan Arab Jamahiriya,221.32,False
ac7e1c,United States,255.24,False
8015c9,India,138.49,False
a725be,United States,52.56,False
a88e29,United States,77.81,False
47b1dc,Norway,256.7,False
8015d3,India,209.5,False
ac48f2,United States,141.1,False
8015d7,India,39.78,False
a582bb,United States,5.66,False
acce07,United States,218.26,False
0180ab,Libyan Arab Jamahiriya,207.42,False
8015cb,India,238.75,False
ab4b34,United States,0.0,True
8a0375,Indonesia,68.11,False
8015cd,India,233.11,False
a38b61,United States,1.03,True
aa2b21,United States,209.22,False
a39e7d,United States,224.28,False
a3db5e,United States,1.54,True
440310,Austria,207.21,False
46da6c,Greece,226.83,False
ad68f0,United States,9.77,True
a858f3,United States,230.0,False
8015a7,India,251.01,False
a475d8,United States,248.24,False
ab5e6c,United States,203.74,False
a39e6b,United States,0.0,True
8015a5,India,271.72,False
a9a399,United States,147.7,False
a9a397,United States,227.99,False
8a034e,Indonesia,188.58,False
8015b2,India,224.46,False
403325,United Kingdom,39.18,False
a712a6,United States,88.12,False
781a60,China,241.2,False
a64e7e,United States,0.0,True
8015b8,India,254.06,False
ac7e60,United States,242.53,False
ad68e9,United States,45.73,False
ad68fa,United States,34.59,False
4b0eb9,Switzerland,109.58,False
885312,Thailand,245.58,False
885311,Thailand,236.14,False
ac22c5,United States,1.29,True
aa08d0,United States,45.32,False
c06a9b,Canada,230.65,False
8015fc,India,155.76,False
885302,Thailand,203.64,False
885301,Thailand,154.21,False
ad8b20,United States,123.71,False
a0f70c,United States,203.58,False
c06a8d,Canada,221.73,False
873312,Japan,301.21,False
4401ff,Austria,56.27,False
a70094,United States,190.31,False
4881ac,Poland,231.0,False
a618d4,United States,56.36,False
40203a,United Kingdom,23.69,False
8015e4,India,12.35,True
3c4ad8,Germany,244.47,False
8015e2,India,225.5,False
a9536a,United States,0.13,True
0180a8,Libyan Arab Jamahiriya,203.9,False
8015e8,India,4.15,False
34324f,Spain,105.99,False
34324e,Spain,72.33,False
8015db,India,162.79,False
a2bb83,United States,253.84,False
a858b7,United States,68.42,False
3c4ad5,Germany,255.69,False
0180a0,Libyan Arab Jamahiriya,235.98,False
8015f3,India,220.73,False
8015f7,India,250.21,False
e49dbb,Brazil,144.25,False
a582a3,United States,68.03,False
88530c,Thailand,3.09,True
a9b694,United States,71.67,False
88530a,Thailand,164.45,False
39348e,France,237.16,False
8015ef,India,204.02,False
a38b84,United States,143.7,False
885313,Thailand,217.73,False
4bc854,Turkey,240.46,False
4bc855,Turkey,206.12,False
4bc853,Turkey,227.19,False
c06a75,Canada,228.42,False
c06a76,Canada,228.0,False
4bc84e,Turkey,231.19,False
4401e8,Austria,63.69,False
a39da1,United States,108.36,False
4bc84a,Turkey,236.45,False
4bc84b,Turkey,240.58,False
4bc85a,Turkey,208.74,False
4401d1,Austria,207.53,False
34454b,Spain,11.83,True
34454a,Spain,210.05,False
e4a5e2,Brazil,80.6,False
aae38b,United States,115.69,False
a88e98,United States,239.96,False
344557,Spain,1.54,True
a4c701,United States,72.24,False
4401d8,Austria,41.54,False
a35725,United States,48.81,False
a88e8a,United States,216.07,False
ada64d,United States,249.58,False
70203f,Bangladesh,271.5,False
ad3035,United States,47.56,False
70203e,Bangladesh,208.66,False
c06a7b,Canada,242.04,False
aa92ff,United States,241.25,False
a52da3,United States,51.97,False
ad436a,United States,63.02,False
4401fa,Austria,221.5,False
0d1146,Mexico,0.0,True
72867a,Iraq,196.04,False
ad4395,United States,187.08,False
0d113b,Mexico,1.8,True
4bc849,Turkey,227.11,False
ad4390,United States,198.91,False
4bc847,Turkey,219.7,False
4bc848,Turkey,216.5,False
4bc846,Turkey,236.24,False
4bc844,Turkey,226.04,False
4401dc,Austria,221.94,False
ac1076,United States,253.8,False
ab5e04,United States,38.62,False
a3edaa,United States,61.49,False
a4c720,United States,40.64,False
0d1158,Mexico,232.86,False
a35701,United States,0.06,True
a5e700,United States,69.37,False
a0f735,United States,239.42,False
ad4389,United States,139.81,False
ad4386,United States,46.55,False
4bc88c,Turkey,226.27,False
4bc88d,Turkey,235.35,False
a965d1,United States,63.49,False
a1f116,United States,216.71,False
87339a,Japan,303.94,False
a582f9,United States,0.0,True
a21127,United States,71.21,False
4bc899,Turkey,212.12,False
4bb565,Turkey,234.14,False
c06a39,Canada,238.74,False
a8de56,United States,237.25,False
4bb573,Turkey,229.11,False
a51b93,United States,141.52,False
4bc88e,Turkey,220.28,False
4bc88f,Turkey,230.89,False
8518d0,Japan,173.58,False
a952b7,United States,5.14,True
ac7e09,United States,191.21,False
801729,India,244.67,False
3ffad7,Germany,46.96,False
a6f2b7,United States,226.23,False
5002d2,San Marino,89.91,False
3d118c,Germany,47.37,False
c021be,Canada,136.3,False
ac7e15,United States,226.07,False
841b28,Japan,295.32,False
5002ce,San Marino,157.1,False
ac48ac,United States,145.72,False
344501,Spain,221.36,False
702033,Bangladesh,81.6,False
ae638d,United States,219.82,False
aa2b44,United States,54.15,False
a3572c,United States,0.0,True
a9c8d4,United States,73.87,False
aaf5a9,United States,224.45,False
4bc885,Turkey,235.61,False
4bc886,Turkey,222.76,False
4bc894,Turkey,4.12,True
a9fe0b,United States,61.67,False
ab15c1,United States,228.89,False
4bc895,Turkey,245.05,False
4bc893,Turkey,239.84,False
4bc890,Turkey,1.8,True
a845f4,United States,220.02,False
a14ad1,United States,196.98,False
4401b3,Austria,7.46,False
73806e,Israel,11.66,False
a98909,United States,195.92,False
a41cc6,United States,41.07,False
73806b,Israel,212.81,False
80186e,India,259.4,False
a0f355,United States,265.12,False
a2efec,United States,232.73,False
801878,India,5.14,True
c058b4,Canada,143.66,False
801883,India,70.67,False
c058c0,Canada,7.2,True
c058ae,Canada,255.07,False
a2467a,United States,200.62,False
3d47fd,Germany,72.11,False
440096,Austria,221.49,False
4068f5,United Kingdom,1.54,True
440093,Austria,58.64,False
a1cffd,United States,187.23,False
a7ba7f,United States,51.08,False
c058cb,Canada,237.22,False
c2c363,Canada,223.59,False
a3fcd6,United States,86.52,False
a3795a,United States,228.81,False
738065,Israel,226.52,False
738064,Israel,8.23,True
a49951,United States,237.25,False
c07b05,Canada,0.0,True
738062,Israel,278.2,False
738069,Israel,236.05,False
738068,Israel,238.94,False
a1cfec,United States,204.17,False
4bb470,Turkey,257.8,False
50024b,San Marino,253.41,False
73805c,Israel,221.91,False
4bb46e,Turkey,276.23,False
ac340a,United States,115.75,False
a8da83,United States,42.7,False
ab0104,United States,236.81,False
a3661f,United States,237.36,False
c058d0,Canada,160.05,False
800543,India,141.12,False
801874,India,141.5,False
a8da84,United States,221.13,False
80185f,India,214.23,False
73806a,Israel,236.44,False
c058bb,Canada,0.0,True
440058,Austria,226.16,False
45202e,Bulgaria,4.12,True
440057,Austria,226.29,False
3c4a12,Germany,209.59,False
8733bc,Japan,281.91,False
3c4a11,Germany,193.95,False
440062,Austria,228.21,False
a974fa,United States,5.4,True
a0f37e,United States,120.98,False
e49e3a,Brazil,236.44,False
452037,Bulgaria,239.2,False
abaaa8,United States,191.7,False
478684,Norway,43.08,False
a4866b,United States,49.01,False
3c4a0d,Germany,250.36,False
e48b30,Brazil,97.82,False
738050,Israel,125.88,False
440047,Austria,211.7,False
a47345,United States,136.54,False
4b0f0a,Switzerland,0.0,True
738054,Israel,223.59,False
440053,Austria,225.7,False
3453d3,Spain,108.51,False
738051,Israel,228.96,False
440051,Austria,207.5,False
738056,Israel,174.08,False
738055,Israel,244.06,False
ac7aa9,United States,208.32,False
aaf446,United States,38.43,False
4aa6b6,Sweden,114.1,False
a47336,United States,86.47,False
e48b06,Brazil,0.64,False
a3534a,United States,225.22,False
484fdf,Kingdom of the Netherlands,232.31,False
a3401a,United States,218.97,False
a3c94c,United States,190.35,False
440080,Austria,216.84,False
0bc200,Saint Vincent and the Grenadines,80.87,False
ae740b,United States,78.21,False
44005c,Austria,1.03,True
73934e,Israel,232.29,False
a3a302,United States,165.01,False
ac7ad1,United States,46.83,False
4aa6a4,Sweden,39.45,False
a76a8c,United States,136.45,False
50028a,San Marino,163.52,False
e80046,Chile,76.4,False
e80045,Chile,242.49,False
440075,Austria,234.0,False
70209f,Bangladesh,240.99,False
800583,India,252.18,False
e80047,Chile,147.52,False
440072,Austria,231.05,False
aae138,United States,130.24,False
00c77d,South Africa,218.44,False
8a04d7,Indonesia,230.15,False
e80049,Chile,212.36,False
800582,India,240.19,False
a9d7ec,United States,60.05,False
c04687,Canada,240.25,False
440019,Austria,206.31,False
a4c382,United States,88.84,False
440020,Austria,256.4,False
a6f00d,United States,238.77,False
aa914f,United States,45.58,False
8a064c,Indonesia,164.88,False
accb22,United States,208.37,False
a8697f,United States,230.46,False
ac7b65,United States,83.04,False
a9c618,United States,,True
440037,Austria,230.51,False
440036,Austria,208.28,False
a4b065,United States,216.66,False
a3538f,United States,212.89,False
abab67,United States,230.12,False
ab5b8c,United States,261.52,False
e0b085,Argentina,99.48,False
a5e391,United States,38.6,False
aa3ae2,United States,211.49,False
c0468e,Canada,15.43,True
440031,Austria,231.92,False
a5d04a,United States,47.77,False
40568e,United Kingdom,77.53,False
a8699a,United States,254.19,False
44001f,Austria,212.88,False
3ffa55,Germany,49.55,False
a138b8,United States,70.96,False
accb50,United States,9.77,True
a34058,United States,33.85,False
44001c,Austria,216.96,False
a4b06c,United States,237.45,False
a6f01c,United States,215.41,False
00a19b,South Africa,111.6,False
abab90,United States,231.77,False
ac7b8a,United States,211.33,False
8840fa,Thailand,172.69,False
8a060d,Indonesia,94.67,False
8840ee,Thailand,228.93,False
accb65,United States,46.3,True
70a8e6,Nepal,19.22,False
47c1f7,Norway,161.18,False
8840f9,Thailand,227.41,False
3c4a8b,Germany,230.79,False
aa9108,United States,82.65,False
344195,Spain,77.7,False
8017a0,India,230.49,False
a15b05,United States,244.2,False
c0598f,Canada,31.65,False
a04e60,United States,245.6,False
a8430d,United States,270.56,False
a8b926,United States,183.41,False
ae0b99,United States,47.85,False
